2/11/2011,63600,63600,63600,63600,1,1
2/18/2011,64900,64900,64900,64900,1,1
2/25/2011,60700,60700,60700,60700,1,1
3/4/2011,62300,62300,62300,62300,1,1
3/11/2011,58700,58700,58700,58700,1,1
3/18/2011,57500,57500,57500,57500,1,1
3/25/2011,56200,56200,56200,56200,1,1
4/1/2011,56100,56100,56100,56100,1,1
4/8/2011,58200,58200,58200,58200,1,1
4/15/2011,58300,58300,58300,58300,1,1
4/22/2011,55900,55900,55900,55900,1,1
4/29/2011,52800,52800,52800,52800,1,1
5/6/2011,53400,53400,53400,53400,1,1
5/13/2011,52100,52100,52100,52100,1,1
5/20/2011,51800,51800,51800,51800,1,1
5/27/2011,52500,52500,52500,52500,1,1
6/3/2011,44200,44200,44200,44200,1,1
6/10/2011,46500,46500,46500,46500,1,1
6/17/2011,50700,50700,50700,50700,1,1
6/24/2011,50100,50100,50100,50100,1,1
7/1/2011,51300,51300,51300,51300,1,1
7/8/2011,41100,41100,41100,41100,1,1
7/15/2011,51600,51600,51600,51600,1,1
7/22/2011,49300,49300,49300,49300,1,1
7/29/2011,51600,51600,51600,51600,1,1
8/5/2011,53200,53200,53200,53200,1,1
8/12/2011,53200,53200,53200,53200,1,1
8/19/2011,54200,54200,54200,54200,1,1
